,iob_tagged_data,intent,sentence,hindi,Tagged_Sentences
2215,is:O there:O an:O afternoon:B-depart_time.period_of_day flight:O from:O charlotte:B-fromloc.city_name to:O minneapolis:B-toloc.city_name around:B-depart_time.time_relative 2:B-depart_time.time pm:I-depart_time.time,atis_flight,is there an afternoon flight from charlotte to minneapolis around 2 pm,क्या दोपहर 2 बजे के आसपास चार्लोट से मिनियापोलिस के लिए दोपहर की उड़ान है?,क्या:O दोपहर:B-depart_time.period_of_day 2:B-depart_time.time बजे:I-depart_time.time के:O आसपास:O चार्लोट:O से:O मिनियापोलिस:O के:O लिए:O दोपहर:B-depart_time.period_of_day की:O उड़ान:O है?:O
2216,show:O me:O all:O flights:O from:O charlotte:B-fromloc.city_name to:O columbus:B-toloc.city_name,atis_flight,show me all flights from charlotte to columbus,मुझे चार्लोट से कोलंबस तक की सभी उड़ानें दिखाओ,मुझे:O चार्लोट:O से:O कोलंबस:O तक:O की:O सभी:O उड़ानें:O दिखाओ:O
2217,what:O are:O the:O round:B-round_trip trip:I-round_trip flights:O from:O philadelphia:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_flight,what are the round trip flights from philadelphia to san francisco,फिलाडेल्फिया से सैन फ्रांसिस्को के लिए राउंड ट्रिप उड़ानें क्या हैं?,फिलाडेल्फिया:O से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O राउंड:O ट्रिप:O उड़ानें:O क्या:O हैं?:O
2218,i:O would:O like:O to:O know:O what:O type:O of:O aircraft:O will:O be:O used:O on:O the:O morning:B-depart_time.period_of_day of:O july:B-depart_date.month_name seventh:B-depart_date.day_number from:O atlanta:B-fromloc.city_name to:O boston:B-toloc.city_name,atis_aircraft,i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston,मैं जानना चाहता हूं कि सात जुलाई की सुबह अटलांटा से बोस्टन तक किस प्रकार के विमान का उपयोग किया जाएगा,मैं:O जानना:O चाहता:O हूं:O कि:O सात:B-depart_date.day_number जुलाई:B-arrive_date.month_name की:O सुबह:B-depart_time.period_of_day अटलांटा:B-toloc.city_name से:O बोस्टन:B-fromloc.city_name तक:O किस:O प्रकार:O के:O विमान:O का:O उपयोग:O किया:O जाएगा:O
2219,american:B-airline_name flights:O from:O cincinnati:B-fromloc.city_name to:O salt:B-toloc.city_name lake:I-toloc.city_name city:I-toloc.city_name,atis_flight,american flights from cincinnati to salt lake city,सिनसिनाटी से साल्ट लेक सिटी तक अमेरिकी उड़ानें,सिनसिनाटी:B-fromloc.city_name से:O साल्ट:O लेक:O सिटी:O तक:O अमेरिकी:B-airline_name उड़ानें:O
2220,please:O show:O me:O flights:O from:O denver:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name on:O wednesday:B-depart_date.day_name after:B-depart_time.time_relative 1300:B-depart_time.time hours:I-depart_time.time,atis_flight,please show me flights from denver to san francisco on wednesday after 1300 hours,कृपया मुझे बुधवार को 1300 बजे के बाद डेनवर से सैन फ्रांसिस्को के लिए उड़ान दिखाएं,कृपया:O मुझे:O बुधवार:B-depart_date.day_name को:O 1300:B-depart_time.time बजे:I-depart_time.time के:O बाद:B-depart_time.time_relative डेनवर:B-toloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O उड़ान:O दिखाएं:O
2221,flight:O from:O cleveland:B-fromloc.city_name to:O nashville:B-toloc.city_name,atis_flight,flight from cleveland to nashville,क्लीवलैंड से नैशविले के लिए उड़ान,क्लीवलैंड:B-toloc.city_name से:O नैशविले:O के:O लिए:O उड़ान:O
2222,what:O is:O the:O cheapest:B-cost_relative fare:O between:O boston:B-fromloc.city_name and:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_airfare,what is the cheapest fare between boston and san francisco,बोस्टन और सैन फ्रांसिस्को के बीच सबसे सस्ता किराया क्या है?,बोस्टन:B-fromloc.city_name और:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O बीच:O सबसे:O सस्ता:O किराया:I-transport_type क्या:O है?:O
2223,show:O me:O all:O daily:B-flight_days flights:O from:O milwaukee:B-fromloc.city_name to:O orlando:B-toloc.city_name,atis_flight,show me all daily flights from milwaukee to orlando,मुझे मिल्वौकी से ऑरलैंडो तक की सभी दैनिक उड़ानें दिखाओ,मुझे:O मिल्वौकी:O से:O ऑरलैंडो:B-fromloc.city_name तक:O की:O सभी:O दैनिक:B-flight_days उड़ानें:O दिखाओ:O
2224,show:O me:O fares:O from:O baltimore:B-fromloc.city_name to:O philadelphia:B-toloc.city_name,atis_airfare,show me fares from baltimore to philadelphia,मुझे बाल्टीमोर से फिलाडेल्फिया तक का किराया दिखाओ,मुझे:O बाल्टीमोर:B-fromloc.city_name से:O फिलाडेल्फिया:O तक:O का:O किराया:I-transport_type दिखाओ:O
2225,list:O nonstop:B-flight_stop flights:O from:O burbank:B-fromloc.city_name to:O denver:B-toloc.city_name arriving:O by:B-arrive_time.time_relative 6:B-arrive_time.time pm:I-arrive_time.time,atis_flight,list nonstop flights from burbank to denver arriving by 6 pm,बरबैंक से डेनवर तक शाम 6 बजे तक पहुंचने वाली नॉनस्टॉप उड़ानों की सूची बनाएं,बरबैंक:B-fromloc.city_name से:O डेनवर:B-toloc.city_name तक:O शाम:B-depart_time.period_of_day 6:B-arrive_time.time बजे:I-depart_time.time तक:O पहुंचने:O वाली:O नॉनस्टॉप:O उड़ानों:O की:O सूची:O बनाएं:O
2226,could:O you:O tell:O me:O what:O morning:B-depart_time.period_of_day flights:O are:O available:O from:O oakland:B-fromloc.city_name to:O denver:B-toloc.city_name before:B-depart_time.time_relative 10:B-depart_time.time am:I-depart_time.time,atis_flight,could you tell me what morning flights are available from oakland to denver before 10 am,क्या आप मुझे बता सकते हैं कि सुबह 10 बजे से पहले ओकलैंड से डेनवर के लिए कौन सी सुबह की उड़ानें उपलब्ध हैं,क्या:O आप:O मुझे:O बता:O सकते:O हैं:O कि:O सुबह:B-depart_time.period_of_day 10:B-arrive_time.time बजे:I-depart_time.time से:O पहले:B-depart_time.time_relative ओकलैंड:B-toloc.city_name से:O डेनवर:B-toloc.city_name के:O लिए:O कौन:O सी:B-fare_basis_code सुबह:B-depart_time.period_of_day की:O उड़ानें:O उपलब्ध:O हैं:O
2227,list:O flights:O from:O cincinnati:B-fromloc.city_name to:O san:B-toloc.city_name jose:I-toloc.city_name friday:B-depart_date.day_name evening:B-depart_time.period_of_day,atis_flight,list flights from cincinnati to san jose friday evening,सिनसिनाटी से सैन जोस के लिए शुक्रवार शाम की उड़ानों की सूची बनाएं,सिनसिनाटी:B-fromloc.city_name से:O सैन:B-toloc.city_name जोस:I-toloc.city_name के:O लिए:O शुक्रवार:B-depart_date.day_name शाम:B-depart_time.period_of_day की:O उड़ानों:O की:O सूची:O बनाएं:O
