BOS मैं बाल्टीमोर से डलास तक की राउंड ट्रिप के लिए उड़ान भरना चाहता हूं EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip atis_flight
BOS अटलांटा से बाल्टीमोर के लिए कौन सी उड़ानें हैं जो शाम 7 बजे बाल्टीमोर पहुंचती हैं EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name O B-arrive_time.time I-arrive_time.time I-arrive_time.time atis_flight
BOS सिनसिनाटी से डलास के लिए उड़ानें सुबह 718 बजे के बाद प्रस्थान करेंगी EOS\t	O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_flight
BOS गुरुवार की सुबह न्यूयॉर्क से टोरंटो के लिए EOS\t	O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day atis_flight
BOS डलास से किसी भी शहर तक आने-जाने का सबसे कम किराया क्या है? EOS\t	O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O O O atis_airfare
BOS मैं पंद्रह जुलाई को डेनवर से पिट्सबर्ग के लिए एक उड़ान बुक करना चाहूंगा, मैं चाहूंगा कि यह सबसे सस्ती उड़ान हो EOS\t	O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O O O O O B-cost_relative O atis_flight
BOS मुझे डेनवर से अटलांटा तक का सस्ता टिकट चाहिए EOS\t	O O O B-flight_mod O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS कोलंबस से सेंट तक टीडब्ल्यूए पर कोच श्रेणी की उड़ानें।  EOS\t	B-class_type I-class_type O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name atis_flight
BOS सिएटल से बोस्टन तक नॉनस्टॉप उड़ानें EOS\t	B-flight_stop O B-toloc.city_name O B-toloc.city_name atis_flight
BOS कॉन्टिनेंटल पर 1700 के बाद आने वाली डेनवर से फिलाडेल्फिया तक की उड़ानों के लिए राउंड ट्रिप का किराया क्या है? EOS\t	O O O B-round_trip I-round_trip O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time O B-airline_name atis_airfare
BOS तुम क्या हो EOS\t	O O B-airline_code atis_abbreviation
BOS हां, दोपहर 225 बजे सैन फ्रांसिस्को से रवाना होने वाली डेल्टा फ्लाइट रात 1158 बजे फिलाडेल्फिया पहुंचेगी, उस फ्लाइट में किस प्रकार के उपकरण का उपयोग किया जाता है EOS\t	O O O B-airline_name O O B-fromloc.city_name I-fromloc.city_name O B-depart_time.time I-depart_time.time O B-toloc.city_name B-arrive_time.time I-arrive_time.time O O O O O O O O O atis_flight
BOS डेनवर से फिलाडेल्फिया तक सभी उड़ानें EOS\t	O O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS कौन सी एयरलाइंस बीडब्ल्यूआई से डलास फोर्ट वर्थ तक उड़ान भरती हैं EOS\t	O O O O B-fromloc.airport_code O B-toloc.city_name I-toloc.city_name I-toloc.city_name atis_airline
BOS लॉस एंजिल्स से पिट्सबर्ग तक उड़ानें EOS\t	O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name atis_flight
BOS क्या डलास फोर्ट वर्थ से बोस्टन के लिए सुबह 10 बजे से पहले उड़ान भरने वाली कोई उड़ान है EOS\t	O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time atis_flight
BOS सात नवंबर को बोस्टन से रवाना होने वाली और अटलांटा पहुंचने वाली सबसे पहली उड़ान कौन सी है? EOS\t	O O O B-flight_mod O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number atis_flight
BOS बोस्टन और बाल्टीमोर के बीच सबसे कम महंगा हवाई किराया क्या है? EOS\t	O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name atis_airfare
BOS मुझे मंगलवार शाम को डलास से रवाना होने वाली और अटलांटा लौटने वाली उड़ानों के बारे में जानकारी चाहिए EOS\t	O O O O O O O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O O O B-toloc.city_name atis_flight
BOS पिट्सबर्ग से डलास राउंड ट्रिप के लिए दोपहर 12 बजे के बाद की सभी उड़ानें और किराया 1100 डॉलर से कम EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount atis_flight;atis_airfare
BOS ठीक है आइए देखें कि क्या आपके पास अटलांटा से बोस्टन के लिए डेल्टा एयरलाइन की उड़ान है EOS\t	O O O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS मुझे शनिवार को ओकलैंड से फिलाडेल्फिया तक की सभी उड़ानें दिखाएं जो भोजन परोसती हैं और दोपहर से पहले फिलाडेल्फिया पहुंचती हैं EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-meal O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time atis_flight
BOS आपके पास डेनवर से निकलने और सैन फ्रांसिस्को पहुंचने के लिए कौन सी उड़ानें हैं EOS\t	O O O O O O B-fromloc.city_name O O O B-toloc.city_name I-toloc.city_name atis_flight
BOS मुझे शिकागो से इंडियानापोलिस तक की उड़ानें दिखाओ EOS\t	O O O O O B-fromloc.city_name O B-toloc.city_name atis_flight
BOS मुझे पहली जुलाई को कैनसस सिटी से नेवार्क के लिए उड़ान चाहिए EOS\t	O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_number O B-depart_date.month_name atis_flight
